"ENTREZID","ENSEMBL","SYMBOL"
"69020","ENSMUSG00000034429","Zfp707"
"332110","ENSMUSG00000063704","Mapk15"
"105782","ENSMUSG00000022568","Scrib"
"67959","ENSMUSG00000002524","Puf60"
"109075","ENSMUSG00000034259","Exosc4"
"68877","ENSMUSG00000022553","Maf1"
"223658","ENSMUSG00000022558","Mroh1"
"170729","ENSMUSG00000048385","Scrt1"
"66914","ENSMUSG00000115987","Vps28"
"54151","ENSMUSG00000053929","Cyhr1"
"73062","ENSMUSG00000033819","Ppp1r16a"
"223664","ENSMUSG00000033728","Lrrc14"
"239546","ENSMUSG00000054967","Zfp647"
"17189","ENSMUSG00000018893","Mb"
"246221","ENSMUSG00000071711","Mpst"
"20607","ENSMUSG00000044933","Sstr3"
"97961","ENSMUSG00000033099","Nol12"
"27008","ENSMUSG00000033039","Micall1"
"13404","ENSMUSG00000022429","Dmc1"
"74158","ENSMUSG00000022426","Josd1"
"494448","ENSMUSG00000089715","Cbx6"
"27367","ENSMUSG00000060036","Rpl3"
"66513","ENSMUSG00000022414","Tab1"
"321003","ENSMUSG00000022401","Xpnpep3"
"57259","ENSMUSG00000048546","Tob2"
"11429","ENSMUSG00000022477","Aco2"
"66346","ENSMUSG00000061633","1700029P11Rik"
"74778","ENSMUSG00000018040","Rrp7a"
"109754","ENSMUSG00000018042","Cyb5r3"
"223722","ENSMUSG00000048755","Mcat"
"223732","ENSMUSG00000055745","Rtl6"
"67747","ENSMUSG00000022431","Ribc2"
"72355","ENSMUSG00000064284","Cdpf1"
"67976","ENSMUSG00000015363","Trabd"
"223776","ENSMUSG00000035757","Selenoo"
"328580","ENSMUSG00000051786","Tubgcp6"
"140570","ENSMUSG00000036606","Plxnb2"
"69440","ENSMUSG00000015377","Dennd6b"
"77980","ENSMUSG00000036529","Sbf1"
"75459","ENSMUSG00000078938","Syce3"
"60597","ENSMUSG00000022619","Mapk8ip2"
"11434","ENSMUSG00000022622","Acr"
"105827","ENSMUSG00000048218","Amigo2"
"78541","ENSMUSG00000048175","Asb8"
"74351","ENSMUSG00000003360","Ddx23"
"105833","ENSMUSG00000003354","Ccdc65"
"22410","ENSMUSG00000022996","Wnt10b"
"102637490","ENSMUSG00000116371","Gm34284"
"78733","ENSMUSG00000032783","Troap"
"73600","ENSMUSG00000100599","1700120C14Rik"
"545136","ENSMUSG00000078907","Fam186b"
"54614","ENSMUSG00000023007","Prpf40b"
"380969","ENSMUSG00000023009","Nckap5l"
"66379","ENSMUSG00000023020","Cox14"
"70281","ENSMUSG00000100084","2310068J16Rik"
"18174","ENSMUSG00000023030","Slc11a2"
"207818","ENSMUSG00000053559","Smagp"
"668218","ENSMUSG00000098112","Bin2"
"208258","ENSMUSG00000047034","Ankrd33"
"11479","ENSMUSG00000000532","Acvr1b"
"15370","ENSMUSG00000023034","Nr4a1"
"68118","ENSMUSG00000037204","Atg101"
"105988","ENSMUSG00000058290","Espl1"
"60315","ENSMUSG00000001285","Myg1"
"170574","ENSMUSG00000060284","Sp7"
"15382","ENSMUSG00000046434","Hnrnpa1"
"385674","ENSMUSG00000054939","Zfp174"
"74763","ENSMUSG00000005982","Naa60"
"246154","ENSMUSG00000039646","Vasn"
"72615","ENSMUSG00000022515","Anks3"
"74684","ENSMUSG00000022543","4930451G09Rik"
"71089","ENSMUSG00000022542","Sept12"
"74022","ENSMUSG00000022536","Glyr1"
"52502","ENSMUSG00000008393","Carhsp1"
"383103","ENSMUSG00000050908","Tvp23a"
"100124432","ENSMUSG00000076972","Mir193b"
"66053","ENSMUSG00000022771","Ppil2"
"239731","ENSMUSG00000071636","Rimbp3"
"66863","ENSMUSG00000022761","Lztr1"
"74685","ENSMUSG00000022759","Lrrc74b"
"72315","ENSMUSG00000041617","Ccdc74a"
"27886","ENSMUSG00000003527","Ess2"
"27801","ENSMUSG00000060166","Zdhhc8"
"27801","ENSMUSG00000108733","Zdhhc8"
"19385","ENSMUSG00000005732","Ranbp1"
"94223","ENSMUSG00000022718","Dgcr8"
"94223","ENSMUSG00000106687","Dgcr8"
"381038","ENSMUSG00000033918","Parl"
"100042948","ENSMUSG00000080797","Gm15760"
"208624","ENSMUSG00000033809","Alg3"
"208643","ENSMUSG00000045983","Eif4g1"
"245841","ENSMUSG00000021018","Polr2h"
"66664","ENSMUSG00000022856","Tmem41a"
"13682","ENSMUSG00000022884","Eif4a2"
"106344","ENSMUSG00000022881","Rfc4"
"12053","ENSMUSG00000022508","Bcl6"
"106264","ENSMUSG00000107002","0610012G03Rik"
"66994","ENSMUSG00000035790","Cep19"
"268882","ENSMUSG00000035764","Fbxo45"
"57808","ENSMUSG00000060636","Rpl35a"
"70186","ENSMUSG00000003955","Fam162a"
"12856","ENSMUSG00000046516","Cox17"
"68193","ENSMUSG00000098274","Rpl24"
"66391","ENSMUSG00000102101","Zbtb11os1"
"52575","ENSMUSG00000044763","Trmt10c"
"224250","ENSMUSG00000022744","Cldnd1"
"67014","ENSMUSG00000022724","Riox2"
"14109","ENSMUSG00000038274","Fau"
"27393","ENSMUSG00000022889","Mrpl39"
"53858","ENSMUSG00000041079","Rwdd2b"
"74387","ENSMUSG00000039851","4932438H23Rik"
"77975","ENSMUSG00000022964","Tmem50b"
"246738","ENSMUSG00000039763","Dnajc28"
"20658","ENSMUSG00000022961","Son"
"60364","ENSMUSG00000022960","Donson"
"66609","ENSMUSG00000058240","Cryzl1"
"68936","ENSMUSG00000051989","Smim11"
"13185","ENSMUSG00000022898","Vps26c"
"68230","ENSMUSG00000116852","1700102H20Rik"
"100040563","ENSMUSG00000000579","Dynlt1c"
"21461","ENSMUSG00000071322","Tcp10a"
"100037283","ENSMUSG00000095687","Rnaset2a"
"100037283","ENSMUSG00000094724","Rnaset2a"
"224523","ENSMUSG00000097350","4732491K20Rik"
"110460","ENSMUSG00000023832","Acat2"
"381062","ENSMUSG00000036552","Ermard"
"21374","ENSMUSG00000014767","Tbp"
"18567","ENSMUSG00000014771","Pdcd2"
"22712","ENSMUSG00000023882","Zfp54"
"381066","ENSMUSG00000067931","Zfp948"
"449521","ENSMUSG00000071256","Zfp213"
"353502","ENSMUSG00000023904","Hcfc1r1"
"56863","ENSMUSG00000066720","Cldn9"
"57256","ENSMUSG00000024116","Prss21"
"245847","ENSMUSG00000036820","Amdhd2"
"72016","ENSMUSG00000024118","Tedc2"
"654822","ENSMUSG00000073437","D330041H03Rik"
"13177","ENSMUSG00000024132","Eci1"
"11692","ENSMUSG00000040888","Gfer"
"213773","ENSMUSG00000040688","Tbl3"
"14651","ENSMUSG00000024158","Hagh"
"26426","ENSMUSG00000039183","Nubp2"
"79043","ENSMUSG00000024160","Spsb3"
"79044","ENSMUSG00000038880","Mrps34"
"57354","ENSMUSG00000038002","Cramp1l"
"26373","ENSMUSG00000036636","Clcn7"
"207209","ENSMUSG00000059562","Ccdc154"
"106707","ENSMUSG00000041199","Rpusd1"
"67563","ENSMUSG00000002280","Ciao3"
"214917","ENSMUSG00000057411","Fam173a"
"268933","ENSMUSG00000025737","Wdr24"
"72106","ENSMUSG00000025736","Jmjd8"
"56424","ENSMUSG00000039615","Stub1"
"106618","ENSMUSG00000073434","Wdr90"
"14755","ENSMUSG00000025728","Pigq"
"16580","ENSMUSG00000024301","Kifc5b"
"100526534","ENSMUSG00000093118","Mir3083"
"474156","ENSMUSG00000079605","Zbtb9"
"106672","ENSMUSG00000062753","AI413582"
"20630","ENSMUSG00000024217","Snrpc"
"102465585","ENSMUSG00000099152","Mir6969"
"106504","ENSMUSG00000024006","Stk38"
"68816","ENSMUSG00000024007","Ppil1"
"80748","ENSMUSG00000052712","BC004004"
"381085","ENSMUSG00000042203","Tbc1d22b"
"68597","ENSMUSG00000024018","Ccdc167"
"78330","ENSMUSG00000024038","Ndufv3"
"72462","ENSMUSG00000058392","Rrp1b"
"57261","ENSMUSG00000024002","Brd4"
"54127","ENSMUSG00000067288","Rps28"
"13163","ENSMUSG00000002307","Daxx"
"19732","ENSMUSG00000041354","Rgl2"
"14976","ENSMUSG00000024309","Pfdn6"
"20084","ENSMUSG00000008668","Rps18"
"14972","ENSMUSG00000061232","H2-K1"
"14977","ENSMUSG00000024327","Slc39a7"
"16912","ENSMUSG00000096727","Psmb9"
"54397","ENSMUSG00000015474","Ppt2"
"56299","ENSMUSG00000033739","Fkbpl"
"54402","ENSMUSG00000061207","Stk19"
"112403","ENSMUSG00000040482","Dxo"
"108077","ENSMUSG00000040356","Skiv2l"
"27632","ENSMUSG00000024369","Nelfe"
"110147","ENSMUSG00000013787","Ehmt2"
"68763","ENSMUSG00000092203","1110038B12Rik"
"15511","ENSMUSG00000090877","Hspa1b"
"15482","ENSMUSG00000007033","Hspa1l"
"193742","ENSMUSG00000007036","Abhd16a"
"224727","ENSMUSG00000024392","Bag6"
"14964","ENSMUSG00000073411","H2-D1"
"15016","ENSMUSG00000055413","H2-Q5"
"240084","ENSMUSG00000040312","Cchcr1"
"386463","ENSMUSG00000039518","Cdsn"
"68915","ENSMUSG00000038838","Vars2"
"14885","ENSMUSG00000001524","Gtf2h4"
"14251","ENSMUSG00000059714","Flot1"
"240087","ENSMUSG00000061607","Mdc1"
"106582","ENSMUSG00000059791","Nrm"
"69192","ENSMUSG00000024422","Dhx16"
"73242","ENSMUSG00000024426","Atat1"
"66973","ENSMUSG00000024436","Mrps18b"
"224742","ENSMUSG00000038762","Abcf1"
"76497","ENSMUSG00000036398","Ppp1r11"
"76416","ENSMUSG00000036214","Znrd1as"
"22715","ENSMUSG00000036036","Zfp57"
"14991","ENSMUSG00000016206","H2-M3"
"109115","ENSMUSG00000038954","Supt3"
"73836","ENSMUSG00000037089","Slc35b2"
"653016","ENSMUSG00000079471","Mymx"
"224807","ENSMUSG00000036026","Tmem63b"
"75564","ENSMUSG00000023966","Rsph9"
"56055","ENSMUSG00000023952","Gtpbp2"
"80905","ENSMUSG00000023953","Polh"
"72322","ENSMUSG00000067150","Xpo5"
"224813","ENSMUSG00000071073","Lrrc73"
"57908","ENSMUSG00000015597","Zfp318"
"74764","ENSMUSG00000003546","Klc4"
"27398","ENSMUSG00000002767","Mrpl2"
"17256","ENSMUSG00000002768","Mea1"
"66229","ENSMUSG00000063888","Rpl7l1"
"75462","ENSMUSG00000047150","1700001C19Rik"
"75462","ENSMUSG00000116001","1700001C19Rik"
"100415787","ENSMUSG00000084880","Tomm6os"
"107971","ENSMUSG00000023266","Frs3"
"224893","ENSMUSG00000003198","Zfp959"
"72886","ENSMUSG00000003208","Yju2"
"20405","ENSMUSG00000003200","Sh3gl1"
"27221","ENSMUSG00000002835","Chaf1a"
"20359","ENSMUSG00000001227","Sema6b"
"28106","ENSMUSG00000019579","Mydgf"
"106759","ENSMUSG00000047123","Ticam1"
"224904","ENSMUSG00000049760","Micos13"
"54217","ENSMUSG00000057863","Rpl36"
"224907","ENSMUSG00000007603","Dus3l"
"64144","ENSMUSG00000024212","Mllt1"
"66400","ENSMUSG00000002661","Alkbh7"
"16549","ENSMUSG00000007670","Khsrp"
"78308","ENSMUSG00000005823","Gpr108"
"22324","ENSMUSG00000034116","Vav1"
"67993","ENSMUSG00000024228","Nudt12"
"68767","ENSMUSG00000024101","Washc1"
"70891","ENSMUSG00000052525","Spdya"
"72515","ENSMUSG00000041057","Wdr43"
"53951","ENSMUSG00000050668","Gpatch11"
"19106","ENSMUSG00000024079","Eif2ak2"
"68554","ENSMUSG00000062691","Cebpzos"
"73694","ENSMUSG00000024082","Ndufaf7"
"68531","ENSMUSG00000097047","1110020A21Rik"
"74597","ENSMUSG00000085287","4833418N02Rik"
"75467","ENSMUSG00000036557","Stpg4"
"633947","ENSMUSG00000097746","Gm6225"
"76482","ENSMUSG00000024410","Rmc1"
"71132","ENSMUSG00000024430","Cabyr"
"22694","ENSMUSG00000063281","Zfp35"
"69241","ENSMUSG00000024258","Polr2d"
"225341","ENSMUSG00000024395","Lims2"
"13476","ENSMUSG00000005873","Reep5"
"75533","ENSMUSG00000035984","Nme5"
"19348","ENSMUSG00000003779","Kif20a"
"277250","ENSMUSG00000038773","Kdm3b"
"225362","ENSMUSG00000038555","Reep2"
"381148","ENSMUSG00000073600","Prob1"
"69816","ENSMUSG00000024353","Mzb1"
"67843","ENSMUSG00000033272","Slc35a4"
"24010","ENSMUSG00000024474","Ik"
"67936","ENSMUSG00000042660","Wdr55"
"15115","ENSMUSG00000001380","Hars"
"93706","ENSMUSG00000102918","Pcdhgc3"
"15183","ENSMUSG00000024454","Hdac3"
"319262","ENSMUSG00000038524","Fchsd1"
"66839","ENSMUSG00000024442","Dele1"
"53601","ENSMUSG00000024440","Pcdh12"
"381142","ENSMUSG00000073568","Arl14epl"
"67665","ENSMUSG00000024603","Dctn4"
"21453","ENSMUSG00000024613","Tcof1"
"170826","ENSMUSG00000033871","Ppargc1b"
"328967","ENSMUSG00000045094","Arhgef37"
"67064","ENSMUSG00000109901","Chmp1b"
"225651","ENSMUSG00000062526","Mppe1"
"107047","ENSMUSG00000024537","Psmg2"
"72124","ENSMUSG00000079614","Seh1l"
"75286","ENSMUSG00000118134","4930549G23Rik"
"77855","ENSMUSG00000090263","D730045A05Rik"
"17190","ENSMUSG00000024561","Mbd1"
"240442","ENSMUSG00000053950","Adnp2"
"68731","ENSMUSG00000024570","Rbfa"
"67105","ENSMUSG00000024645","Timm21"
"72056","ENSMUSG00000035372","1810055G02Rik"
"73458","ENSMUSG00000037263","Aldh3b3"
"66387","ENSMUSG00000110949","Nudt8"
"17995","ENSMUSG00000037916","Ndufv1"
"52004","ENSMUSG00000024856","Cdk2ap2"
"52004","ENSMUSG00000097485","Cdk2ap2"
"18739","ENSMUSG00000024851","Pitpnm1"
"18739","ENSMUSG00000097096","Pitpnm1"
"66990","ENSMUSG00000024845","Tmem134"
"66990","ENSMUSG00000097394","Tmem134"
"23789","ENSMUSG00000024835","Coro1b"
"23789","ENSMUSG00000097771","Coro1b"
"110355","ENSMUSG00000024858","Grk2"
"102902673","ENSMUSG00000096370","Gm21992"
"399599","ENSMUSG00000067872","Ccdc87"
"56464","ENSMUSG00000083282","Ctsf"
"70605","ENSMUSG00000006463","Zdhhc24"
"52028","ENSMUSG00000006464","Bbs1"
"13340","ENSMUSG00000024891","Slc29a2"
"12794","ENSMUSG00000024873","Cnih2"
"319322","ENSMUSG00000024853","Sf3b2"
"20227","ENSMUSG00000039148","Sart1"
"107242","ENSMUSG00000047423","AI837181"
"58249","ENSMUSG00000024911","Fibp"
"71711","ENSMUSG00000024906","Mus81"
"75555","ENSMUSG00000100937","1700020D05Rik"
"225861","ENSMUSG00000056185","Snx32"
"26403","ENSMUSG00000004054","Map3k11"
"66961","ENSMUSG00000092274","Neat1"
"104252","ENSMUSG00000045664","Cdc42ep2"
"18969","ENSMUSG00000024833","Pola2"
"67849","ENSMUSG00000024791","Cdca5"
"56327","ENSMUSG00000024944","Arl2"
"54683","ENSMUSG00000024953","Prdx5"
"12015","ENSMUSG00000024959","Bad"
"14227","ENSMUSG00000056629","Fkbp2"
"57431","ENSMUSG00000024963","Dnajc4"
"109168","ENSMUSG00000024759","Atl3"
"17254","ENSMUSG00000010095","Slc3a2"
"107071","ENSMUSG00000042729","Wdr74"
"102465599","ENSMUSG00000098844","Mir6992"
"56389","ENSMUSG00000010110","Stx5a"
"67710","ENSMUSG00000071662","Polr2g"
"75291","ENSMUSG00000071661","Zbtb3"
"14705","ENSMUSG00000071657","Bscl2"
"225896","ENSMUSG00000071655","Ubxn1"
"107197","ENSMUSG00000071654","Uqcc3"
"100628605","ENSMUSG00000093314","Mir5136"
"14376","ENSMUSG00000071650","Ganab"
"67160","ENSMUSG00000071644","Eef1g"
"14156","ENSMUSG00000024742","Fen1"
"13194","ENSMUSG00000024740","Ddb1"
"68539","ENSMUSG00000034659","Tmem109"
"225929","ENSMUSG00000046139","Patl1"
"258683","ENSMUSG00000067519","Olfr262"
"258736","ENSMUSG00000044040","Olfr1497"
"225995","ENSMUSG00000047044","D030056L22Rik"
"72351","ENSMUSG00000074925","Ptar1"
"27356","ENSMUSG00000050957","Insl6"
"76630","ENSMUSG00000024776","Stambpl1"
"16889","ENSMUSG00000024781","Lipa"
"667370","ENSMUSG00000062488","Ifit3b"
"107371","ENSMUSG00000053799","Exoc6"
"240665","ENSMUSG00000025010","Ccnj"
"102466881","ENSMUSG00000099118","Mir8092"
"14296","ENSMUSG00000067199","Frat1"
"14718","ENSMUSG00000025190","Got1"
"226139","ENSMUSG00000040018","Cox15"
"93721","ENSMUSG00000025196","Cpn1"
"72502","ENSMUSG00000025200","Cwf19l1"
"73689","ENSMUSG00000057506","Bloc1s2"
"30049","ENSMUSG00000025202","Scd3"
"20250","ENSMUSG00000025203","Scd2"
"94067","ENSMUSG00000025208","Mrpl43"
"226154","ENSMUSG00000035342","Lzts2"
"80906","ENSMUSG00000025221","Kcnip2"
"226169","ENSMUSG00000055491","Pprc1"
"24069","ENSMUSG00000025231","Sufu"
"94219","ENSMUSG00000064105","Cnnm2"
"226182","ENSMUSG00000025049","Taf5"
"66477","ENSMUSG00000071528","Atp5md"
"108689","ENSMUSG00000042694","Stn1"
"68214","ENSMUSG00000025069","Gsto2"
"66866","ENSMUSG00000025078","Nhlrc2"
"67507","ENSMUSG00000026931","1700019N19Rik"
"227525","ENSMUSG00000026648","Dclre1c"
"227526","ENSMUSG00000039496","Cdnf"
"109079","ENSMUSG00000026662","Sephs1"
"53893","ENSMUSG00000025817","Nudt5"
"353282","ENSMUSG00000061186","Sfmbt2"
"74455","ENSMUSG00000026707","Nsun6"
"12151","ENSMUSG00000026739","Bmi1"
"27377","ENSMUSG00000026775","Yme1l1"
"67187","ENSMUSG00000026974","Zmynd19"
"227615","ENSMUSG00000078201","Tmem203"
"97031","ENSMUSG00000048707","Tprn"
"75454","ENSMUSG00000036504","Phpt1"
"227624","ENSMUSG00000015087","Rabl6"
"109299","ENSMUSG00000087679","Tmem250-ps"
"227638","ENSMUSG00000036327","Qsox2"
"332579","ENSMUSG00000026928","Card9"
"68112","ENSMUSG00000026927","Entr1"
"100125929","ENSMUSG00000086714","0610009E02Rik"
"20933","ENSMUSG00000015776","Med22"
"279029","ENSMUSG00000049897","Stkld1"
"381356","ENSMUSG00000015488","Cacfd1"
"19730","ENSMUSG00000026821","Ralgds"
"70239","ENSMUSG00000026816","Gtf3c5"
"68870","ENSMUSG00000026807","Ak8"
"227682","ENSMUSG00000039826","Trub2"
"71820","ENSMUSG00000039715","Wdr34"
"70296","ENSMUSG00000039678","Tbc1d13"
"227695","ENSMUSG00000039660","Spout1"
"57170","ENSMUSG00000026856","Dolpp1"
"30934","ENSMUSG00000026848","Tor1b"
"30931","ENSMUSG00000026849","Tor1a"
"227723","ENSMUSG00000039262","Prrc2b"
"100499514","ENSMUSG00000093280","Mir2861"
"30933","ENSMUSG00000009563","Tor2a"
"338348","ENSMUSG00000039021","Ttc16"
"227736","ENSMUSG00000038987","Cfap157"
"14594","ENSMUSG00000035778","Ggta1"
"67889","ENSMUSG00000026889","Rbm18"
"26423","ENSMUSG00000026751","Nr5a1"
"74192","ENSMUSG00000026755","Arpc5l"
"71409","ENSMUSG00000036053","Fmnl2"
"767815","ENSMUSG00000084938","BB557941"
"75279","ENSMUSG00000086396","4930555B11Rik"
"72137","ENSMUSG00000026988","Wdsub1"
"72569","ENSMUSG00000063145","Bbs5"
"20823","ENSMUSG00000068882","Ssb"
"66748","ENSMUSG00000075302","Erich2"
"15437","ENSMUSG00000027102","Hoxd8"
"14231","ENSMUSG00000002732","Fkbp7"
"83435","ENSMUSG00000002733","Plekha3"
"50884","ENSMUSG00000027002","Nckap1"
"68082","ENSMUSG00000027001","Dusp19"
"100270744","ENSMUSG00000086598","Btbd18"
"72657","ENSMUSG00000076437","Selenoh"
"98985","ENSMUSG00000027079","Clp1"
"30059","ENSMUSG00000027076","Timm10"
"271813","ENSMUSG00000040812","Agbl2"
"68349","ENSMUSG00000005510","Ndufs3"
"66461","ENSMUSG00000063235","Ptpmt1"
"66461","ENSMUSG00000110860","Ptpmt1"
"19182","ENSMUSG00000002102","Psmc3"
"68427","ENSMUSG00000002105","Slc39a13"
"228355","ENSMUSG00000040687","Madd"
"107986","ENSMUSG00000002109","Ddb2"
"228359","ENSMUSG00000027247","Arhgap1"
"228366","ENSMUSG00000040434","Large2"
"18633","ENSMUSG00000027222","Pex16"
"228368","ENSMUSG00000049922","Slc35c1"
"735259","ENSMUSG00000076335","Mir670"
"76501","ENSMUSG00000027163","Commd9"
"68243","ENSMUSG00000032671","A930018P22Rik"
"98221","ENSMUSG00000027170","Eif3m"
"258388","ENSMUSG00000109813","Olfr1279"
"72425","ENSMUSG00000027132","Katnbl1"
"51944","ENSMUSG00000027331","Knstrn"
"56357","ENSMUSG00000027332","Ivd"
"271842","ENSMUSG00000027324","Rpusd2"
"76464","ENSMUSG00000027326","Knl1"
"69408","ENSMUSG00000034278","Dnajc17"
"241624","ENSMUSG00000048647","Exd1"
"69702","ENSMUSG00000027305","Ndufaf1"
"20619","ENSMUSG00000027287","Snap23"
"66296","ENSMUSG00000027285","Haus2"
"100502700","ENSMUSG00000087519","AV039307"
"96957","ENSMUSG00000054484","Tmem62"
"329504","ENSMUSG00000074890","Lcmt2"
"212670","ENSMUSG00000033486","Catsper2"
"378702","ENSMUSG00000074884","Serf2"
"67693","ENSMUSG00000027245","Hypk"
"67532","ENSMUSG00000068479","Mfap1a"
"12010","ENSMUSG00000060802","B2m"
"433470","ENSMUSG00000033213","AA467197"
"433470","ENSMUSG00000110868","AA467197"
"22785","ENSMUSG00000005802","Slc30a4"
"22785","ENSMUSG00000111214","Slc30a4"
"18457","ENSMUSG00000005804","Bloc1s6"
"17876","ENSMUSG00000027201","Myef2"
"271849","ENSMUSG00000035109","Shc4"
"26371","ENSMUSG00000003662","Ciao1"
"68126","ENSMUSG00000027371","Fahd2a"
"72180","ENSMUSG00000034800","Zfp661"
"77721","ENSMUSG00000027374","Mrps5"
"53885","ENSMUSG00000027378","Nphp1"
"70370","ENSMUSG00000027386","Fbln7"
"16434","ENSMUSG00000074797","Itpa"
"228607","ENSMUSG00000037523","Mavs"
"66586","ENSMUSG00000027357","Crls1"
"668917","ENSMUSG00000083674","Zfp133-ps"
"70408","ENSMUSG00000027427","Polr3f"
"228715","ENSMUSG00000074754","Smim26"
"67877","ENSMUSG00000002728","Naa20"
"69270","ENSMUSG00000027454","Gins1"
"228769","ENSMUSG00000032869","Psmf1"
"66405","ENSMUSG00000042814","Mcts2"
"12048","ENSMUSG00000007659","Bcl2l1"
"252864","ENSMUSG00000042662","Dusp15"
"68559","ENSMUSG00000027472","Pdrg1"
"54711","ENSMUSG00000051413","Plagl2"
"228790","ENSMUSG00000042548","Asxl1"
"59038","ENSMUSG00000000876","Pxmp4"
"228807","ENSMUSG00000059842","Zfp341"
"228812","ENSMUSG00000038383","Pigu"
"68728","ENSMUSG00000038375","Trp53inp2"
"613262","ENSMUSG00000074649","BC029722"
"245865","ENSMUSG00000038180","Spag4"
"67067","ENSMUSG00000067847","Romo1"
"19018","ENSMUSG00000046229","Scand1"
"74487","ENSMUSG00000085741","5430405H02Rik"
"277432","ENSMUSG00000037843","Vstm2l"
"246747","ENSMUSG00000044405","Adig"
"17865","ENSMUSG00000017861","Mybl2"
"269389","ENSMUSG00000074607","Tox2"
"69517","ENSMUSG00000053353","2310001K24Rik"
"76080","ENSMUSG00000017679","Ttpal"
"58231","ENSMUSG00000018209","Stk4"
"16538","ENSMUSG00000040164","Kcns1"
"68221","ENSMUSG00000051769","Wfdc15a"
"66460","ENSMUSG00000045503","Sys1"
"76233","ENSMUSG00000017299","Dnttip1"
"228875","ENSMUSG00000017664","Slc35c2"
"68949","ENSMUSG00000074578","Zfas1"
"329562","ENSMUSG00000006462","A530013C23Rik"
"67337","ENSMUSG00000027498","Cstf1"
"56190","ENSMUSG00000027510","Rbm38"
"65112","ENSMUSG00000038400","Pmepa1"
"19334","ENSMUSG00000027519","Rab22a"
"56802","ENSMUSG00000086537","Gnasas1"
"241846","ENSMUSG00000039108","Lsm14b"
"26444","ENSMUSG00000027566","Psma7"
"56436","ENSMUSG00000039041","Adrm1"
"100526556","ENSMUSG00000092827","Mir3091"
"252966","ENSMUSG00000038990","Cables2"
"73247","ENSMUSG00000027569","Mrgbp"
"277353","ENSMUSG00000038932","Tcfl5"
"228994","ENSMUSG00000038848","Ythdf1"
"20811","ENSMUSG00000027579","Srms"
"66314","ENSMUSG00000000827","Tpd52l2"
"13002","ENSMUSG00000000826","Dnajc5"
"245867","ENSMUSG00000027589","Pcmtd2"
"55980","ENSMUSG00000027531","Impa1"
"66361","ENSMUSG00000039795","Zfand1"
"71710","ENSMUSG00000027550","Lrrcc1"
"76657","ENSMUSG00000097584","1700125G22Rik"
"68307","ENSMUSG00000027703","Lrriq4"
"75953","ENSMUSG00000051860","Samd7"
"102465610","ENSMUSG00000098890","Mir7008"
"67713","ENSMUSG00000027679","Dnajc19"
"654424","ENSMUSG00000086392","Mccc1os"
"50911","ENSMUSG00000027714","Exosc9"
"229228","ENSMUSG00000050174","Nudt6"
"75947","ENSMUSG00000085677","4930594O21Rik"
"72175","ENSMUSG00000025759","Mfsd8"
"72175","ENSMUSG00000116169","Mfsd8"
"214048","ENSMUSG00000025762","Larp1b"
"212127","ENSMUSG00000049504","Proser1"
"69639","ENSMUSG00000027752","Exosc8"
"320604","ENSMUSG00000048655","Ccdc169"
"11416","ENSMUSG00000027822","Slc33a1"
"17035","ENSMUSG00000047557","Lxn"
"75879","ENSMUSG00000068957","4930589L23Rik"
"66841","ENSMUSG00000027809","Etfdh"
"80890","ENSMUSG00000027993","Trim2"
"74485","ENSMUSG00000023084","Lrrc71"
"94315","ENSMUSG00000004895","Prcc"
"67707","ENSMUSG00000019710","Mrpl24"
"229503","ENSMUSG00000004896","Rrnad1"
"76927","ENSMUSG00000010538","Tsacc"
"229512","ENSMUSG00000001415","Smg5"
"229517","ENSMUSG00000050144","Slc25a44"
"72640","ENSMUSG00000074480","Mex3a"
"229524","ENSMUSG00000068922","Msto1"
"14466","ENSMUSG00000028048","Gba"
"100124470","ENSMUSG00000076255","Mir92b"
"319945","ENSMUSG00000042642","Flad1"
"68911","ENSMUSG00000047824","Pygo2"
"56417","ENSMUSG00000027951","Adar"
"70093","ENSMUSG00000042572","Ube2q1"
"16194","ENSMUSG00000027947","Il6ra"
"23897","ENSMUSG00000027944","Hax1"
"99650","ENSMUSG00000027942","4933434E20Rik"
"30791","ENSMUSG00000052310","Slc39a1"
"18160","ENSMUSG00000027931","Npr1"
"67127","ENSMUSG00000057609","Lce1a1"
"20195","ENSMUSG00000027907","S100a11"
"53814","ENSMUSG00000028141","Oaz3"
"107650","ENSMUSG00000038861","Pi4kb"
"69269","ENSMUSG00000092607","Scnm1"
"100504029","ENSMUSG00000097167","Gm16740"
"56772","ENSMUSG00000053192","Mllt11"
"57912","ENSMUSG00000046722","Cdc42se1"
"229588","ENSMUSG00000068860","Gm128"
"75007","ENSMUSG00000038712","Mindy1"
"100042889","ENSMUSG00000080727","C920021L13Rik"
"226548","ENSMUSG00000015750","Aph1a"
"69870","ENSMUSG00000028104","Polr3gl"
"229613","ENSMUSG00000045327","6330549D23Rik"
"67549","ENSMUSG00000028096","Gpr89"
"14616","ENSMUSG00000049908","Gja8"
"108097","ENSMUSG00000038205","Prkab2"
"18129","ENSMUSG00000027878","Notch2"
"229644","ENSMUSG00000033233","Trim45"
"74044","ENSMUSG00000033222","Ttf2"
"140917","ENSMUSG00000027845","Dclre1b"
"69296","ENSMUSG00000000562","Tmigd3"
"69296","ENSMUSG00000074344","Tmigd3"
"14866","ENSMUSG00000004032","Gstm5"
"14865","ENSMUSG00000027890","Gstm4"
