"Id","Label","Degree","Betweenness","Expression"
"MIMAT0003456","mmu-mir-495-3p",6,2832.97,0
"MIMAT0000165","mmu-mir-155-5p",6,1997.83,0
"67468","Mmd",6,1951.04,20.46261945
"MIMAT0000590","mmu-mir-342-3p",6,1478.01,0
"16181","Igj",6,1339.37,66.11154488
"16011","Igfbp5",6,1267.94,44.30515839
"54338","Slc23a2",6,1209.26,144.3895706
"16658","Mafb",6,1152.16,41.0018434
"MIMAT0014883","mmu-mir-466m-3p",6,1074.08,0
"235041","Kank2",6,795.25,42.48564126
"MIMAT0017281","mmu-mir-511-3p",6,781.75,0
"93691","Klf7",6,680.7,178.4402691
"MIMAT0005860","mmu-mir-1199-5p",5,2951.09,0
"MIMAT0005830","mmu-mir-466l-3p",5,2495.72,0
"MI0018010","mmu-mir-5102",5,1662.09,0
"27494","Amot",5,1542.28,70.09828707
"MIMAT0016994","mmu-mir-129-1-3p",5,1517.62,0
"235472","Tfcp2l1",5,1440.28,112.0225422
"12830","F9",5,1289.37,189.0984456
"MIMAT0014886","mmu-mir-466o-3p",5,1101.16,0
"14183","Fgfr2",5,1070.3,73.86423613
"MIMAT0000706","mmu-mir-362-5p",5,903.1,0
"MIMAT0000544","mmu-mir-129-2-3p",5,892.53,0
"19206","Ptch1",5,889.83,332.1800576
"MIMAT0003889","mmu-mir-758-3p",5,876.25,0
"58521","Sh3kbp1",5,842.29,130.7594868
"217082","Hlf",5,731.84,31.36261072
"MIMAT0000741","mmu-mir-377-3p",5,629.15,0
"13803","Enc1",5,558.31,122.2670373
"MIMAT0003496","mmu-mir-706",4,6227,0
"MIMAT0004704","mmu-mir-335-3p",4,1877.68,0
"51801","Srrm1",4,1716,94.3602119
"236366","5730507C01Rik",4,1716,29.41313546
"MIMAT0005839","mmu-mir-669f-3p",4,1318.5,0
"MIMAT0003510","mmu-mir-717",4,1164.63,0
"263406","Taf3",4,1056.53,23.4415647
"20971","Sdc4",4,1049.79,589.5659395
"18173","Gpr175",4,1017.38,18.94525979
"17355","Aff1",4,976.73,50.43339851
"60533","Wtap",4,976.68,88.30170415
"27007","Klrk1",4,916.3,6.130965951
"MIMAT0000375","mmu-mir-297a-5p",4,887.55,0
"MIMAT0004640","mmu-mir-325-3p",4,870.19,0
"230815","Kdm4a",4,858.35,45.7699601
"70750","Medag",4,855.89,90.57881879
"MIMAT0000127","mmu-mir-29b-3p",4,853.66,0
"MIMAT0014834","mmu-mir-3064-5p",4,829.66,0
"MIMAT0004876","mmu-mir-466b-3p",4,817.51,0
"MIMAT0004878","mmu-mir-466c-3p",4,817.51,0
"MIMAT0014892","mmu-mir-466p-3p",4,817.51,0
"MIMAT0014899","mmu-mir-3089-5p",4,806.64,0
"MIMAT0000376","mmu-mir-298-5p",4,803.86,0
"227292","Ctdsp1",4,793.42,43.36974753
"MIMAT0014817","mmu-mir-3106-5p",4,767.41,0
"MIMAT0014893","mmu-mir-466n-5p",4,739.76,0
"16897","Llgl1",4,734.49,137.2180388
"MIMAT0000535","mmu-mir-29a-3p",4,724.72,0
"20430","Cyfip1",4,718.09,172.9617975
"21888","Tle4",4,684.08,207.4719343
"107272","Psat1",4,673.56,201.6573648
"MIMAT0004931","mmu-mir-466d-3p",4,654.23,0
"17389","Mmp16",4,597.87,15.35720751
"MIMAT0005846","mmu-mir-467f",4,589.71,0
"MIMAT0000136","mmu-mir-125b-5p",4,576.28,0
"MIMAT0007873","mmu-mir-1896",4,498.42,0
"MIMAT0014882","mmu-mir-466m-5p",4,482.15,0
"MIMAT0004884","mmu-mir-466h-5p",4,482.15,0
"MIMAT0005848","mmu-mir-466j",4,482.15,0
"MIMAT0017346","mmu-mir-669m-5p",4,482.15,0
"21912","Tspan7",4,379.07,25.05886584
"17869","Myc",4,235.38,135.7879145
"MIMAT0014946","mmu-mir-3074-2-3p",3,1702.56,0
"18128","Notch1",3,1145,10.00387088
"15900","Irf8",3,1145,36.31213175
"MIMAT0003471","mmu-mir-692",3,1145,0
"MIMAT0003733","mmu-mir-665-3p",3,1111.46,0
"259277","Timm17b",3,939.58,12.93769528
"MIMAT0003188","mmu-mir-503-5p",3,898.9,0
"546336","Prrg1",3,813.96,30.98686218
"MIMAT0014836","mmu-mir-3065-5p",3,752.17,0
"MIMAT0000658","mmu-mir-210-3p",3,745.61,0
"MIMAT0000157","mmu-mir-145a-5p",3,740.93,0
"MIMAT0000246","mmu-mir-122-5p",3,725.23,0
"21929","Tnfaip3",3,667.66,271.7703934
"20675","Sox14",3,641.73,11.65802545
"MIMAT0014916","mmu-mir-3097-3p",3,638.66,0
"17965","Nbl1",3,633.46,140.3020346
"381338","Lonrf2",3,632.88,25.10859702
"MIMAT0014896","mmu-mir-3087-3p",3,631.5,0
"MIMAT0000369","mmu-mir-292a-5p",3,626,0
"MI0009924","mmu-mir-1935",3,614.87,0
"74493","Tnks2",3,600.9,537.0505213
"MIMAT0000385","mmu-mir-106a-5p",3,598.25,0
"MIMAT0003187","mmu-mir-20b-5p",3,598.25,0
"MIMAT0000663","mmu-mir-218-5p",3,597.58,0
"MIMAT0000123","mmu-mir-1a-3p",3,571.67,0
"MIMAT0020631","mmu-mir-466q",3,542.28,0
"22003","Tpm1",3,504.84,493.0796341
"MIMAT0009424","mmu-mir-1953",3,498.28,0
"MIMAT0016984","mmu-mir-132-5p",3,480.11,0
"MIMAT0000144","mmu-mir-132-3p",3,480.11,0
"17886","Myh9",3,426.84,37.60055155
"18109","Mycn",3,407.5,76.07322651
"246198","Mllt6",3,382.2,46.85820395
"MIMAT0014906","mmu-mir-3092-3p",3,377.57,0
"MIMAT0003727","mmu-mir-374b-5p",3,371.2,0
"23967","Ldb3",3,317.9,44.58514999
"18596","Pdgfrb",3,311.85,34.21693174
"MIMAT0000523","mmu-let-7c-5p",3,291.11,0
"MIMAT0003499","mmu-mir-709",3,289.21,0
"MIMAT0003166","mmu-mir-546",3,270.37,0
"67043","Syap1",3,211.03,231.6860345
"192176","Flna",3,187.68,494.8198535
"MIMAT0000529","mmu-mir-20a-5p",3,168.05,0
"216551","1110067D22Rik",3,150.57,106.3989596
"12142","Prdm1",3,150.17,21.92016142
"23947","Mid2",3,115.83,56.57598606
"MIMAT0004827","mmu-mir-297b-3p",3,81.23,0
"MIMAT0005854","mmu-mir-467g",3,81.23,0
"MIMAT0004880","mmu-mir-466e-3p",3,81.23,0
"MIMAT0002107","mmu-mir-466a-3p",3,81.23,0
"69219","Ddah1",3,73.95,137.3198635
"16456","F11r",3,71.03,156.5396887
"MIMAT0004846","mmu-mir-881-3p",2,1713,0
"MIMAT0000542","mmu-mir-34a-5p",2,1713,0
"208647","Creb3l2",2,1241.35,71.28246453
"12028","Pola2",2,1144,146.8848574
"12721","Coro1a",2,1144,17.34508469
"MIMAT0007866","mmu-mir-1905",2,1144,0
"MIMAT0002109","mmu-mir-468-3p",2,815.41,0
"MIMAT0003451","mmu-mir-677-5p",2,813.68,0
"MIMAT0000237","mmu-mir-204-5p",2,799.2,0
"MIMAT0005852","mmu-mir-1194",2,646.71,0
"MIMAT0005291","mmu-mir-582-5p",2,629.27,0
"27355","Txnl4a",2,573,60.71460331
"MIMAT0009431","mmu-mir-1958",2,573,0
"MIMAT0020632","mmu-mir-3473d",2,573,0
"MIMAT0014872","mmu-mir-3082-5p",2,573,0
"MIMAT0004236","mmu-mir-741-3p",2,573,0
"MIMAT0000151","mmu-mir-140-5p",2,573,0
"MIMAT0000666","mmu-mir-320-3p",2,573,0
"MIMAT0020646","mmu-mir-5135",2,523.95,0
"MIMAT0004647","mmu-mir-338-5p",2,471.42,0
"MIMAT0004576","mmu-mir-296-3p",2,445.51,0
"330369","D12Ertd551e",2,420.19,26.23163126
"MIMAT0000137","mmu-mir-126a-5p",2,408.93,0
"MIMAT0015641","mmu-mir-3470b",2,391.84,0
"MIMAT0000539","mmu-mir-92a-3p",2,371.56,0
"MIMAT0017326","mmu-mir-1b-3p",2,354.91,0
"MIMAT0014849","mmu-mir-3070b-3p",2,344.33,0
"MIMAT0014942","mmu-mir-3105-3p",2,338.18,0
"MIMAT0000145","mmu-mir-133a-3p",2,328.96,0
"MIMAT0003493","mmu-mir-703",2,301.92,0
"MIMAT0001542","mmu-mir-449a-5p",2,298.74,0
"MIMAT0019345","mmu-mir-1843b-5p",2,276.95,0
"MIMAT0003167","mmu-mir-540-3p",2,276.2,0
"56526","Sep-06",2,264.03,27.20620487
"MIMAT0000229","mmu-mir-199a-5p",2,251.12,0
"MIMAT0000559","mmu-mir-326-3p",2,245.21,0
"240121","Fsd1",2,239.74,53.63746319
"MIMAT0005856","mmu-mir-1195",2,232.27,0
"MIMAT0000656","mmu-mir-139-5p",2,216.97,0
"MIMAT0007864","mmu-mir-1897-5p",2,205.91,0
"MIMAT0015640","mmu-mir-3470a",2,205.37,0
"MIMAT0004840","mmu-mir-743b-3p",2,202.87,0
"MIMAT0000125","mmu-mir-23b-3p",2,198.7,0
"26432","Plod2",2,185.84,162.4107763
"MIMAT0004868","mmu-mir-343",2,180.6,0
"MIMAT0007871","mmu-mir-1892",2,168.65,0
"229877","Rap1gds1",2,156.63,78.98608877
"MIMAT0003130","mmu-mir-486a-5p",2,144.75,0
"MIMAT0020627","mmu-mir-5119",2,144.07,0
"MIMAT0000239","mmu-mir-206-3p",2,133.95,0
"MIMAT0009393","mmu-mir-1930-5p",2,128.02,0
"MIMAT0009390","mmu-mir-1927",2,120.7,0
"242570","Raver2",2,116.25,81.38395814
"MIMAT0003502","mmu-mir-712-5p",2,114.09,0
"MIMAT0000238","mmu-mir-205-5p",2,114.09,0
"MIMAT0004899","mmu-mir-92b-3p",2,111.93,0
"MIMAT0003181","mmu-mir-367-3p",2,111.93,0
"MIMAT0000149","mmu-mir-137-3p",2,111.93,0
"MIMAT0003466","mmu-mir-687",2,108.72,0
"29817","Igfbp7",2,108.28,2102.103268
"MIMAT0014823","mmu-mir-3057-3p",2,102.33,0
"MIMAT0004541","mmu-mir-188-3p",2,102.33,0
"52430","Echdc2",2,91.54,56.2309539
"MIMAT0000126","mmu-mir-27b-3p",2,87.05,0
"18791","Plat",2,83.65,122.3483494
"MIMAT0003480","mmu-mir-297b-5p",2,83.01,0
"MIMAT0004865","mmu-mir-297c-5p",2,83.01,0
"13178","Dck",2,81.14,191.282213
"MIMAT0002106","mmu-mir-465a-5p",2,79.56,0
"MIMAT0004871","mmu-mir-465b-5p",2,79.56,0
"MIMAT0004873","mmu-mir-465c-5p",2,79.56,0
"MIMAT0003462","mmu-mir-684",2,74.86,0
"MIMAT0000214","mmu-mir-185-5p",2,71.61,0
"MIMAT0004847","mmu-mir-882",2,71.61,0
"MIMAT0005843","mmu-mir-1188-5p",2,70.28,0
"210992","Lpcat1",2,65.92,43.40690254
"16598","Klf2",2,64.78,517.4789489
"MIMAT0000380","mmu-mir-302a-3p",2,64.44,0
"MIMAT0000368","mmu-mir-291a-3p",2,64.44,0
"MIMAT0003377","mmu-mir-302d-3p",2,64.44,0
"MIMAT0003374","mmu-mir-302b-3p",2,64.44,0
"MIMAT0000373","mmu-mir-295-3p",2,64.44,0
"MIMAT0015219","mmu-mir-3475-3p",2,58.6,0
"MIMAT0020644","mmu-mir-5133",2,58.6,0
"MIMAT0020622","mmu-mir-5114",2,58.6,0
"MIMAT0000519","mmu-mir-200a-3p",2,58.38,0
"MIMAT0000153","mmu-mir-141-3p",2,58.38,0
"MIMAT0017194","mmu-mir-452-3p",2,56.42,0
"MIMAT0000366","mmu-mir-290a-5p",2,53,0
"MIMAT0000530","mmu-mir-21a-5p",2,52.89,0
"MIMAT0004895","mmu-mir-590-5p",2,52.89,0
"MIMAT0000514","mmu-mir-30c-5p",2,49.91,0
"MIMAT0004745","mmu-mir-384-5p",2,49.91,0
"MIMAT0000128","mmu-mir-30a-5p",2,49.91,0
"MIMAT0000515","mmu-mir-30d-5p",2,49.91,0
"MIMAT0001632","mmu-mir-451a",2,48.74,0
"MIMAT0000135","mmu-mir-125a-5p",2,46.02,0
"MIMAT0003736","mmu-mir-670-5p",2,46.02,0
"MIMAT0000609","mmu-mir-351-5p",2,46.02,0
"MIMAT0020635","mmu-mir-5125",2,40.3,0
"MIMAT0014951","mmu-mir-3110-5p",2,40.3,0
"22418","Wnt3",2,39.6,41.01851766
"17357","Marcksl1",2,36.8,285.5033211
"MIMAT0000521","mmu-let-7a-5p",2,33.56,0
"MIMAT0014919","mmu-mir-3100-5p",2,30.27,0
"MIMAT0003512","mmu-mir-450b-3p",2,30.27,0
"MIMAT0000140","mmu-mir-128-3p",2,29.09,0
"MIMAT0003511","mmu-mir-450b-5p",2,28.03,0
"MIMAT0000386","mmu-mir-106b-5p",2,27.37,0
"MIMAT0009419","mmu-mir-669m-3p",2,26.82,0
"MIMAT0014894","mmu-mir-466n-3p",2,26.82,0
"209497","Tmem164",2,25.08,47.53550916
"12842","Col1a1",2,2.88,133.7670172
"12702","Socs3 ",2,0.33,141.1441812
"17387","Mmp14",1,0,50.90681579
"15064","Mr1",1,0,45.08769406
"18718","Anapc16",1,0,54.4435427
"21346","Kcnj15",1,0,128.133817
"28250","Pdxk",1,0,9.446481842
"73230","Slc25a42",1,0,46.21052208
"54199","Marveld3",1,0,283.2577866
"69179","Dnal1",1,0,46.96731079
"75706","Tmem238",1,0,8.865462046
"66102","Noc3l",1,0,304.7473163
"80898","Zfp202",1,0,219.1262246
"209224","Pycr1",1,0,35.37319048
"237422","Zbed4",1,0,102.0300911
"13614","Dsg1a",1,0,11.92427479
"14824","Grik3",1,0,167.9145817
"15951","Ifi203",1,0,158.402423
"239796","1600021P15Rik",1,0,25.35065653
"235130","Adamts15",1,0,33.98398093
"11576","Afp",1,0,337.7306546
"15894","Icam1",1,0,147.8706524
"15958","Ifit2",1,0,247.4281585
"18518","Igbp1",1,0,139.0222105
"66471","Anp32e",1,0,196.9081617
"330662","Dock1",1,0,142.8288088
"11835","Ar",1,0,246.9486282
"231532","Arhgap24",1,0,114.586157
"207212","Arhgef17",1,0,45.21106998
"100503043","Armcx4",1,0,47.72256652
"23872","Ets2",1,0,69.28273385
"12040","Bckdhb",1,0,88.94608793
"12167","Bmpr1b",1,0,16.31116823
"12259","C1qa",1,0,33.79511689
"14560","Gdf10",1,0,37.38526346
"12608","Cebpb",1,0,43.60529654
"56356","Gltp",1,0,85.06381272
"17533","Mrc1",1,0,92.01765953
"12822","Col18a1",1,0,44.39791033
"26968","Islr",1,0,88.78422474
"22670","Trim26",1,0,162.7097212
"234593","Ndrg4",1,0,284.5588586
"20187","Ryk",1,0,194.5019903
"114886","Cygb",1,0,115.2084661
"52588","Tspan14",1,0,68.00694226
"15368","Hmox1",1,0,112.3618992
"223843","Dbx2",1,0,60.88555842
"24088","Tlr2",1,0,51.75374124
"101490","Inpp5f",1,0,196.5695318
"59049","Slc22a17",1,0,55.57459792
"18606","Enpp2",1,0,76.87873192
"241520","Fam171b",1,0,33.32343892
"223255","Stk24",1,0,105.7134105
"14164","Fgf1",1,0,22.51746733
"14199","Fhl1",1,0,82.30023127
"225115","Svil",1,0,189.1407371
"66425","Pcp4l1",1,0,151.0829169
"68744","Zfp740",1,0,73.56495903
"11739","Slc25a4",1,0,563.8281717
"22431","Wt1",1,0,61.78487247
"68833","Pdcl3",1,0,241.6480478
"21825","Thbs1",1,0,94.80368788
"330064","Slc5a6",1,0,38.69453542
"22004","Tpm2",1,0,413.5051004
"74166","Tmem38a",1,0,44.41860886
"22352","Vim",1,0,1175.404186
"22271","Upp1",1,0,183.9177723
"20397","Sgpl1",1,0,291.1415927
"MIMAT0004861","mmu-mir-877-5p",1,0,0
"MIMAT0020643","mmu-mir-5132-5p",1,0,0
"MIMAT0007868","mmu-mir-1903",1,0,0
"MI0006284","mmu-mir-1186a",1,0,0
"MIMAT0000372","mmu-mir-294-3p",1,0,0
"MIMAT0003455","mmu-mir-679-5p",1,0,0
"MIMAT0000540","mmu-mir-93-5p",1,0,0
"MIMAT0004188","mmu-mir-802-5p",1,0,0
"MIMAT0014958","mmu-mir-1912-3p",1,0,0
"MIMAT0009397","mmu-mir-1933-3p",1,0,0
"MIMAT0005853","mmu-mir-669e-5p",1,0,0
"MIMAT0001418","mmu-mir-431-5p",1,0,0
"MIMAT0014938","mmu-mir-3103-3p",1,0,0
"MIMAT0004581","mmu-mir-34b-3p",1,0,0
"MIMAT0000593","mmu-mir-344-3p",1,0,0
"MIMAT0000541","mmu-mir-96-5p",1,0,0
"MIMAT0000211","mmu-mir-182-5p",1,0,0
"MIMAT0000648","mmu-mir-10a-5p",1,0,0
"MI0014705 ","mmu-mir-1186b",1,0,0
"MIMAT0009458","mmu-mir-1981-5p",1,0,0
"MIMAT0004856","mmu-mir-105",1,0,0
"MIMAT0009446","mmu-mir-1971",1,0,0
"MIMAT0015643","mmu-mir-3472",1,0,0
"MIMAT0003450","mmu-mir-488-3p",1,0,0
"MIMAT0004937","mmu-mir-875-5p",1,0,0
"MIMAT0004746","mmu-mir-409-5p",1,0,0
"MIMAT0009408","mmu-mir-1943-5p",1,0,0
"MIMAT0009439","mmu-mir-1966-5p",1,0,0
"MIMAT0000534","mmu-mir-26b-5p",1,0,0
"MIMAT0000655","mmu-mir-100-5p",1,0,0
"MIMAT0003186","mmu-mir-369-3p",1,0,0
"MIMAT0000132","mmu-mir-99b-5p",1,0,0
"MIMAT0004238","mmu-mir-743a-3p",1,0,0
"MIMAT0003500","mmu-mir-710",1,0,0
"MIMAT0000131","mmu-mir-99a-5p",1,0,0
"MIMAT0004529","mmu-mir-125b-2-3p",1,0,0
"MIMAT0009426","mmu-mir-1955-5p",1,0,0
"MIMAT0004849","mmu-mir-883a-3p",1,0,0
"MIMAT0014904","mmu-mir-3091-3p",1,0,0
"MIMAT0013803","mmu-mir-2861",1,0,0
"MIMAT0000236","mmu-mir-203-3p",1,0,0
"MIMAT0000215","mmu-mir-186-5p",1,0,0
"MIMAT0005833","mmu-mir-669d-5p",1,0,0
"MIMAT0003169","mmu-mir-539-5p",1,0,0
"MIMAT0009391","mmu-mir-1928",1,0,0
"MIMAT0003507","mmu-mir-500-3p",1,0,0
"MIMAT0000130","mmu-mir-30b-5p",1,0,0
"MIMAT0019352","mmu-mir-3968",1,0,0
"MIMAT0017176","mmu-mir-448-5p",1,0,0
"MIMAT0014959","mmu-mir-3113-5p",1,0,0
"MIMAT0019341","mmu-mir-3963",1,0,0
"MIMAT0007877","mmu-mir-1894-5p",1,0,0
"MIMAT0004943","mmu-mir-653-5p",1,0,0
"MIMAT0005292","mmu-mir-582-3p",1,0,0
"MIMAT0019338","mmu-mir-3961",1,0,0
"MIMAT0000584","mmu-mir-339-5p",1,0,0
"MIMAT0000208","mmu-mir-10b-5p",1,0,0
"MIMAT0003711","mmu-mir-652-3p",1,0,0
"MIMAT0014855","mmu-mir-3073a-3p",1,0,0
"MIMAT0017014","mmu-mir-208a-5p",1,0,0
"MIMAT0017349","mmu-mir-1964-5p",1,0,0
"MIMAT0014915","mmu-mir-3097-5p",1,0,0
"MIMAT0009398","mmu-mir-1934-5p",1,0,0
"MIMAT0007875","mmu-mir-1898",1,0,0
"MIMAT0000668","mmu-mir-211-5p",1,0,0
"MIMAT0003740","mmu-mir-674-5p",1,0,0
"MIMAT0017282","mmu-mir-544-5p",1,0,0
"MIMAT0020605","mmu-mir-5098",1,0,0
"MIMAT0014947","mmu-mir-3108-5p",1,0,0
"MIMAT0014824","mmu-mir-1251-5p",1,0,0
"MIMAT0014860","mmu-mir-3076-5p",1,0,0
"MIMAT0004938","mmu-mir-875-3p",1,0,0
"MIMAT0000537","mmu-mir-27a-3p",1,0,0
"MIMAT0014907","mmu-mir-3093-5p",1,0,0
"MIMAT0017063","mmu-mir-29b-2-5p",1,0,0
"MIMAT0000387","mmu-mir-130b-3p",1,0,0
"MIMAT0000532","mmu-mir-23a-3p",1,0,0
"MIMAT0000154","mmu-mir-142a-5p",1,0,0
"MIMAT0003730","mmu-mir-592-5p",1,0,0
"MIMAT0003738","mmu-mir-496a-3p",1,0,0
"MIMAT0009427","mmu-mir-669n",1,0,0
"MIMAT0014953","mmu-mir-374c-5p",1,0,0
"MIMAT0000133","mmu-mir-101a-3p",1,0,0
"MIMAT0000616","mmu-mir-101b-3p",1,0,0
"MIMAT0000647","mmu-mir-107-3p",1,0,0
"MIMAT0000156","mmu-mir-144-3p",1,0,0
"MIMAT0003459","mmu-mir-682",1,0,0
"MIMAT0004896","mmu-mir-590-3p",1,0,0
"MIMAT0005835","mmu-mir-1b-5p",1,0,0
"MIMAT0000516","mmu-mir-148a-3p",1,0,0
"MIMAT0000580","mmu-mir-148b-3p",1,0,0
"MIMAT0000162","mmu-mir-152-3p",1,0,0
"MIMAT0009433","mmu-mir-1960",1,0,0
"MIMAT0014931","mmu-mir-344f-5p",1,0,0
"MIMAT0000527","mmu-mir-16-5p",1,0,0
"MIMAT0007874","mmu-mir-1904",1,0,0
"MIMAT0000225","mmu-mir-195a-5p",1,0,0
"MIMAT0014918","mmu-mir-3098-3p",1,0,0
"MIMAT0003453","mmu-mir-497a-5p",1,0,0
"MIMAT0000582","mmu-mir-338-3p",1,0,0
"MIMAT0020618","mmu-mir-5110",1,0,0
"MIMAT0020621","mmu-mir-5113",1,0,0
"MIMAT0000652","mmu-mir-25-3p",1,0,0
"MIMAT0014845","mmu-mir-3069-3p",1,0,0
"MIMAT0000654","mmu-mir-32-5p",1,0,0
"MIMAT0000708","mmu-mir-363-3p",1,0,0
"MIMAT0009417","mmu-mir-1950",1,0,0
"MIMAT0000555","mmu-mir-324-5p",1,0,0
"MIMAT0004656","mmu-mir-345-3p",1,0,0
"MI0009929","mmu-mir-1940",1,0,0
"MIMAT0014822","mmu-mir-3057-5p",1,0,0
"MIMAT0017261","mmu-mir-490-5p",1,0,0
"MIMAT0003476","mmu-mir-669b-5p",1,0,0
"MIMAT0020611","mmu-mir-5104",1,0,0
"MIMAT0000538","mmu-mir-31-5p",1,0,0
"MIMAT0009415","mmu-mir-1948-3p",1,0,0
"MIMAT0000158","mmu-mir-146a-5p",1,0,0
"MIMAT0000745","mmu-mir-380-3p",1,0,0
"MIMAT0015645","mmu-mir-3473a",1,0,0
"MIMAT0001533","mmu-mir-448-3p",1,0,0
